统计周期,工厂ID,公司名称,所在地区,主营工艺,会员类型,主要使用角色,本周是否新增使用,本周是否回流,本周使用天数,本周会话次数,本周用户提问数,本周上传图纸数,本周主要使用场景,本周是否提出新需求,新需求摘要,本周是否出现问题,问题摘要,当前主分层,特殊价值标签,分层原因,下一步动作
2026-07-20 至 2026-07-26,1800741,苏州杰悦五金机械有限公司,苏州,机加工,付费会员,销售/业务,是,否,1,4,10,3,询盘机会,是,MIM零件需求,否,,普通使用用户,新使用、询盘机会、有新需求,本周使用1天，4次会话，提问10条，上传图纸3个,记录需求并产品评估
2026-07-20 至 2026-07-26,2998822,钟祥市宏旭塑胶制品有限公司,钟祥市,塑胶成型、冲压,付费会员,经理/主管,否,否,2,3,10,11,成本报价,是,"月需求2000件，工艺冲压，材料不锈钢 06Cr19Ni10，成本报价多少；材料黄铜，月需求量10万件，成本报价多少 [零件文件预处理上下文] 零件文件1：焊片（Ø8.2）.pdf 预处理结果：{""status"":""success"",""fileId"":""6fa7e5a7"",""fi",是,"材料使用黑色ABS，数量25万套，模具成本和生产成本大概多少钱 [零件文件预处理上下文] 零件文件1：part2_dop.stl 预处理结果：{""status"":""success"",""fileId"":""1307dafd"",""fileName"":""haizol-part-45349",活跃用户,图纸大户、成本报价、有新需求、需问题跟进,本周使用2天，3次会话，提问10条，上传图纸11个,优先排查问题并回访
2026-07-20 至 2026-07-26,3023929,沧州鑫翰机械零部件有限公司,河间市,机加工、锻造、铸造,付费会员,经理/主管,否,否,3,3,10,6,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，3次会话，提问10条，上传图纸6个,常规维护，持续观察
2026-07-20 至 2026-07-26,2868099,泰州市明记车业有限公司,泰州,冲压、钣金,付费会员,经理/主管,否,否,3,9,9,4,询盘机会,否,,否,,活跃用户,询盘机会,本周使用3天，9次会话，提问9条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2866322,杭州蓬博精密机械有限公司,杭州,机加工、钣金、模具制造、装配,付费会员,经理/主管,否,否,1,7,9,6,成本报价,否,,否,,活跃用户,成本报价,本周使用1天，7次会话，提问9条，上传图纸6个,常规维护，持续观察
2026-07-20 至 2026-07-26,2878540,深圳广鑫科顺五金制品有限公司,东莞市,机加工,付费会员,其他,否,否,2,4,9,6,询盘机会,否,,否,,活跃用户,询盘机会,本周使用2天，4次会话，提问9条，上传图纸6个,常规维护，持续观察
2026-07-20 至 2026-07-26,2728667,宁波北仑慕恩机械有限公司,宁波,钣金、冲压,付费会员,经理/主管,否,否,3,4,9,5,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，4次会话，提问9条，上传图纸5个,常规维护，持续观察
2026-07-20 至 2026-07-26,1720071,宁波市中迪缝纫机械有限公司,宁波,机加工、轴承,付费会员,经理/主管,否,否,2,4,9,4,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，4次会话，提问9条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2955653,中山市华烁金属制品有限公司,中山,机加工、钣金、冲压,付费会员,经理/主管,否,否,3,3,9,4,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，3次会话，提问9条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,1871357,浙江杭夏精密科技有限公司,湖州,机加工、五轴加工、CNC铣削或铣削加工、车铣复合、车削、钣金,付费会员,经理/主管,否,否,2,5,8,8,成本报价,否,,否,,活跃用户,成本报价,本周使用2天，5次会话，提问8条，上传图纸8个,常规维护，持续观察
2026-07-20 至 2026-07-26,2651623,佛山市刚柔铝制品有限公司,佛山市,机加工、钣金,付费会员,经理/主管,否,否,3,4,8,8,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，4次会话，提问8条，上传图纸8个,常规维护，持续观察
2026-07-20 至 2026-07-26,1655675,余姚市科美塑业有限公司,宁波,塑胶成型、模具制造、机加工,付费会员,经理/主管,是,否,3,4,8,7,成本报价,是,"按报价需求填入Excel表格 [零件文件预处理上下文] 零件文件1：注塑件开模成本模型.xlsx 预处理结果：{""fileName"":""注塑件开模成本模型.xlsx"",""fileType"":""xlsx"",""content"":""## 核算模板1\n| 鞍座成本报价单 | | | |",否,,活跃用户,新使用、成本报价、有新需求,本周使用3天，4次会话，提问8条，上传图纸7个,记录需求并产品评估
2026-07-20 至 2026-07-26,1221063,上海广磊弹簧有限公司,上海,弹簧与线成型,付费会员,销售/业务,否,是,2,3,8,6,成本报价,是,改进后的设计，疲劳能达到8000次吗?,否,,活跃用户,回流、成本报价、有新需求,本周使用2天，3次会话，提问8条，上传图纸6个,记录需求并产品评估
2026-07-20 至 2026-07-26,3046259,中山市汇海自动化设备有限公司,中山市,模具制造,免费/非会员,未填写,是,否,2,3,8,6,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用2天，3次会话，提问8条，上传图纸6个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2580608,合京电器（温州）有限公司,温州,塑胶成型、冲压,付费会员,经理/主管,否,否,2,3,8,4,询盘机会,否,,否,,普通使用用户,询盘机会,本周使用2天，3次会话，提问8条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2312457,河北环宇机械制造有限公司,保定市,铸造、锻造、机加工,付费会员,经理/主管,否,是,2,2,8,7,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用2天，2次会话，提问8条，上传图纸7个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1213485,苏州杰信精密机械制造有限公司,苏州,机加工、铸造,付费会员,经理/主管,否,是,1,1,8,4,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，1次会话，提问8条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2585770,江苏大地工程塑料有限公司,扬中市,机加工、CNC铣削或铣削加工、车削、四轴_镗铣床、走心机/自动车、齿轮成型、专机整形加工、车铣复合、其它、泵 阀 接头,付费会员,经理/主管,否,否,3,7,7,7,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，7次会话，提问7条，上传图纸7个,常规维护，持续观察
2026-07-20 至 2026-07-26,2497596,佛山市顺德区钰诚铄金属制品有限公司,佛山市,钣金、冲压,付费会员,经理/主管,否,否,3,6,7,7,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，6次会话，提问7条，上传图纸7个,常规维护，持续观察
2026-07-20 至 2026-07-26,2496676,江苏联康信息股份有限公司,,机加工、电子元器件与装置、钣金,付费会员,经理/主管,否,是,3,5,7,13,成本报价,否,,否,,活跃用户,回流、图纸大户、成本报价,本周使用3天，5次会话，提问7条，上传图纸13个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2228159,无锡昱铖精密机械有限公司,无锡,机加工,付费会员,经理/主管,否,否,4,5,7,3,成本报价,否,,否,,活跃用户,成本报价,本周使用4天，5次会话，提问7条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,1670108,昆山俊达杰塑胶五金制品有限公司,苏州,冲压、塑胶成型,付费会员,经理/主管,是,否,1,4,7,16,成本报价,否,,否,,高价值/高活跃,新使用、图纸大户、成本报价,本周使用1天，4次会话，提问7条，上传图纸16个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3032181,苏州赛允电子科技有限公司,苏州,冲压、塑胶成型,付费会员,经理/主管,否,是,1,4,7,4,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，4次会话，提问7条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1746796,东莞市定靖轩机械设备科技有限公司,东莞市,机加工,付费会员,销售/业务,否,是,3,3,7,5,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用3天，3次会话，提问7条，上传图纸5个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2932831,天津科睿机械制造有限公司,天津市,钣金、装配,付费会员,经理/主管,否,是,1,3,7,3,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，3次会话，提问7条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1344580,江阴市尧艺机械科技有限公司,无锡,机加工、钣金,付费会员,经理/主管,否,否,2,3,7,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，3次会话，提问7条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2726615,宁波倍力金属制品工贸有限公司,宁波,钣金、冲压、机加工、装配,付费会员,高管/负责人,否,否,2,3,7,3,工程技术,否,,否,,普通使用用户,工程技术,本周使用2天，3次会话，提问7条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2875759,深圳市泉通精密五金有限公司,深圳市,机加工、塑胶成型、模具制造,付费会员,经理/主管,否,否,3,2,7,25,成本报价,否,,否,,高价值/高活跃,图纸大户、成本报价,本周使用3天，2次会话，提问7条，上传图纸25个,重点维护，沉淀案例
2026-07-20 至 2026-07-26,1941677,江苏菲瑞达模具科技有限公司,江苏 靖江市,机加工、模具制造,付费会员,高管/负责人,否,否,1,2,7,7,成本报价,否,,否,,活跃用户,成本报价,本周使用1天，2次会话，提问7条，上传图纸7个,常规维护，持续观察
2026-07-20 至 2026-07-26,2971855,宜宾市超品工贸有限公司,宜宾市,机加工,付费会员,销售/业务,是,否,1,2,7,6,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用1天，2次会话，提问7条，上传图纸6个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1872190,宁波中能机械科技有限公司,宁波,机加工、铸造,付费会员,经理/主管,否,否,1,2,7,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问7条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,3046331,杭州元宇精密制造有限公司,杭州,机加工,付费会员,未填写,是,否,1,2,7,3,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问7条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1703079,东莞市创之辉金属制品有限公司,东莞市,冲压、机加工,付费会员,销售/业务,否,否,2,2,7,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，2次会话，提问7条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2866867,绍兴上虞越加欣塑业有限公司,绍兴,塑胶成型、冲压、模具制造,付费会员,经理/主管,是,否,1,2,7,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问7条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2292438,昆山匠超准自动化设备有限公司,苏州,机加工,付费会员,经理/主管,是,否,1,1,7,7,工程技术,否,,否,,活跃用户,新使用、工程技术,本周使用1天，1次会话，提问7条，上传图纸7个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2820768,宁波博钧模塑有限公司,宁波,塑胶成型、钣金,付费会员,经理/主管,否,否,3,6,6,6,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，6次会话，提问6条，上传图纸6个,常规维护，持续观察
2026-07-20 至 2026-07-26,1657258,慈溪市华博机械有限公司,浙江慈溪市,铸造、机加工,付费会员,经理/主管,是,否,1,6,6,5,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用1天，6次会话，提问6条，上传图纸5个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2535500,深圳弘达五金制造有限公司,深圳市,冲压、塑胶成型、机加工、电气产品,付费会员,经理/主管,是,否,3,6,6,4,工程技术,否,,否,,活跃用户,新使用、工程技术,本周使用3天，6次会话，提问6条，上传图纸4个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2932960,大博金属制品有限公司,盐城市,机加工、钣金,付费会员,经理/主管,否,是,3,6,6,2,询盘机会,否,,否,,活跃用户,回流、询盘机会,本周使用3天，6次会话，提问6条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3039971,江苏源泰智能交通设施有限公司,宿迁市,钣金、机加工,付费会员,经理/主管,是,否,2,5,6,5,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用2天，5次会话，提问6条，上传图纸5个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3042305,上海富宇玮塑料五金有限公司,嘉兴,塑胶成型、模具制造,付费会员,经理/主管,否,否,3,5,6,5,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，5次会话，提问6条，上传图纸5个,常规维护，持续观察
2026-07-20 至 2026-07-26,2971684,上海星云启航智能科技有限公司,上海,机加工、五轴加工、CNC铣削或铣削加工、龙门加工、立式车削、锻造、模具制造,付费会员,其他,否,否,4,4,6,5,成本报价,否,,否,,活跃用户,成本报价,本周使用4天，4次会话，提问6条，上传图纸5个,常规维护，持续观察
2026-07-20 至 2026-07-26,2992550,湖南宫阙科技有限公司,长沙,机加工,付费会员,经理/主管,否,否,2,4,6,5,成本报价,否,,否,,活跃用户,成本报价,本周使用2天，4次会话，提问6条，上传图纸5个,常规维护，持续观察
2026-07-20 至 2026-07-26,2854744,浙江博雷电气股份有限公司/浙江百思达水暖股份有限公司/玉环豪正铜制品有限公司,玉环市,机加工、锻造、铸造,付费会员,经理/主管,是,否,1,4,6,3,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，4次会话，提问6条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2806778,孝感市荣鹏机械有限公司,孝感市,机加工,付费会员,经理/主管,是,否,1,3,6,3,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，3次会话，提问6条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2308587,深圳市超卓快捷科技有限公司,,机加工、冲压,付费会员,经理/主管,否,是,2,3,6,3,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，3次会话，提问6条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3046177,世壮新型金属制品（沭阳）有限公司,宿迁市,冲压、钣金,付费会员,其他,是,否,1,2,6,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问6条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2407667,佛山市本胜五金有限公司,佛山市,机加工,付费会员,经理/主管,否,是,2,5,5,17,成本报价,否,,否,,高价值/高活跃,回流、图纸大户、成本报价,本周使用2天，5次会话，提问5条，上传图纸17个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2743497,伊泽瑞尓（太仓）金属科技有限公司,苏州,钣金、各类切割、焊接、结构件、折弯、普通冲压、冲压、表面处理,付费会员,经理/主管,是,否,1,5,5,10,工程技术,否,,否,,活跃用户,新使用、图纸大户、工程技术,本周使用1天，5次会话，提问5条，上传图纸10个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1439713,衡水航源机械制造有限公司,河北衡水市,机加工、铸造,付费会员,经理/主管,是,否,4,5,5,3,工程技术,否,,否,,活跃用户,新使用、工程技术,本周使用4天，5次会话，提问5条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2997652,常州市天煜塑科精密注塑有限公司,常州,塑胶成型、机加工,付费会员,经理/主管,否,是,2,5,5,1,询盘机会,否,,否,,普通使用用户,回流、询盘机会,本周使用2天，5次会话，提问5条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2971734,深圳市赛腾五金精密有限公司,东莞市,机加工、钣金,付费会员,经理/主管,是,否,1,5,5,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，5次会话，提问5条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2936575,慈溪市倚豪塑料制品有限公司,宁波,模具制造、塑胶成型、冲压,付费会员,经理/主管,是,否,1,4,5,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，4次会话，提问5条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2875081,杭州铁畅金属制造有限公司,杭州,机加工、冲压,付费会员,经理/主管,是,否,2,4,5,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，4次会话，提问5条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2955540,江阴忠兆机械制造有限公司,无锡,机加工,付费会员,经理/主管,是,否,2,3,5,6,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用2天，3次会话，提问5条，上传图纸6个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1828165,南通正泓科技有限公司,如皋市,机加工、铸造,付费会员,经理/主管,是,否,1,3,5,3,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，3次会话，提问5条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2930616,苏州瑞斯隆机械零部件有限公司,苏州,机加工,付费会员,其他,是,否,2,3,5,3,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用2天，3次会话，提问5条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2350551,大连川东精密制造有限公司,大连市,机加工、铸造、钣金、锻造,付费会员,经理/主管,否,是,2,3,5,2,工程技术,否,,否,,普通使用用户,回流、工程技术,本周使用2天，3次会话，提问5条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2849669,诸暨市奥格机械有限公司,诸暨,机加工、塑胶成型,付费会员,经理/主管,否,是,1,3,5,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，3次会话，提问5条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1827626,苏州伟展精工科技有限公司,苏州,机加工、塑胶成型、模具制造,付费会员,经理/主管,否,否,3,3,5,2,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，3次会话，提问5条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2960589,扬州墨菲电子电器有限公司,扬州,钣金、机加工,付费会员,工程/技术,否,否,1,2,5,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问5条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2448575,广东稳达金属科技有限公司,四会市,铸造、机加工,付费会员,销售/业务,否,否,1,2,5,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问5条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2821677,深圳市震强科技有限公司,深圳,机加工,付费会员,经理/主管,否,否,1,2,5,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问5条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2181466,兴意金工科技（浙江）有限公司,嘉兴,钣金、冲压、机加工、装配,付费会员,销售/业务,是,否,2,2,5,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，2次会话，提问5条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3030590,优智（南京）科技有限公司,南京,铸造,付费会员,经理/主管,是,否,1,2,5,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问5条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2477431,宁波弘启塑模制品有限公司,奉化,塑胶成型、模具制造,付费会员,经理/主管,否,是,1,1,5,5,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用1天，1次会话，提问5条，上传图纸5个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2990059,杭州风辉科技有限公司,杭州,塑胶成型、模具制造、快速原型,付费会员,经理/主管,否,是,2,1,5,3,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，1次会话，提问5条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2794266,杭州富阳富缘光电通信设备有限公司,杭州,钣金、塑胶成型,付费会员,经理/主管,否,否,1,1,5,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，1次会话，提问5条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2538610,昆山恒德诚电子有限公司,周市,冲压、塑胶成型,付费会员,经理/主管,否,是,1,1,5,2,成本报价,是,对询盘编号335325给出报价建议,否,,普通使用用户,回流、成本报价、有新需求,本周使用1天，1次会话，提问5条，上传图纸2个,记录需求并产品评估
2026-07-20 至 2026-07-26,3022964,赣匠精密机械（南通）有限公司,南通,冲压、机加工、模具制造,付费会员,销售/业务,否,否,3,4,4,16,成本报价,否,,否,,高价值/高活跃,图纸大户、成本报价,本周使用3天，4次会话，提问4条，上传图纸16个,重点维护，沉淀案例
2026-07-20 至 2026-07-26,2572360,苏州市鑫坤精密机械制造有限公司,苏州,机加工,付费会员,经理/主管,是,否,2,4,4,14,工程技术,否,,否,,活跃用户,新使用、图纸大户、工程技术,本周使用2天，4次会话，提问4条，上传图纸14个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1817141,江苏维航精仪科技有限公司,徐州,机加工,付费会员,经理/主管,是,否,2,4,4,4,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，4次会话，提问4条，上传图纸4个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2933448,新乡锦圣贸易有限公司,新乡市,钣金、冲压,付费会员,经理/主管,否,否,3,4,4,4,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，4次会话，提问4条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2999147,涉县秀云温室工程有限公司,邯郸市,冲压、钣金,付费会员,经理/主管,否,否,2,4,4,4,成本报价,是,采购要求：按图加工 材料如图 需求里的一部分零件 看下能不能做 地区要求在河北 性价比高 有效率 不乱报价，我作为供应商，且位于河北，你帮我看看如何报价合适 [补充要求] 数量一套，表面处理有喷漆的，也有镀白锌的，需要你严格按照我给你的图纸进行报价,是,采购要求：按图加工 材料如图 需求里的一部分零件 看下能不能做 地区要求在河北 性价比高 有效率 不乱报价，我作为供应商，且位于河北，你帮我看看如何报价合适 [补充要求] 数量一套，表面处理有喷漆的，也有镀白锌的，需要你严格按照我给你的图纸进行报价,普通使用用户,成本报价、有新需求、需问题跟进,本周使用2天，4次会话，提问4条，上传图纸4个,优先排查问题并回访
2026-07-20 至 2026-07-26,2190699,常州市润达齿轮有限公司,常州,机加工,付费会员,经理/主管,是,否,1,4,4,4,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，4次会话，提问4条，上传图纸4个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1219948,苏州欣亨瑞精密科技有限公司,苏州,机加工、铸造、锻造,付费会员,经理/主管,否,是,1,3,4,22,成本报价,否,,否,,高价值/高活跃,回流、图纸大户、成本报价,本周使用1天，3次会话，提问4条，上传图纸22个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3023519,宁波循光科技有限公司,宁波,机加工,付费会员,经理/主管,否,是,1,3,4,7,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用1天，3次会话，提问4条，上传图纸7个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2738331,杭州千鼎五金有限公司,杭州,钣金、冲压,付费会员,经理/主管,是,否,2,3,4,5,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用2天，3次会话，提问4条，上传图纸5个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2275409,深圳市隆大金属有限公司/广东敏大智造科技有限公司,中山市,机加工、钣金、模具制造、表面处理,付费会员,经理/主管,否,是,2,3,4,5,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用2天，3次会话，提问4条，上传图纸5个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3023185,芯准智能科技（江阴）有限公司,无锡,机加工,付费会员,经理/主管,否,是,2,3,4,4,工程技术,是,数量一共423件 帮我根据图纸需求核个价格,否,,普通使用用户,回流、工程技术、有新需求,本周使用2天，3次会话，提问4条，上传图纸4个,记录需求并产品评估
2026-07-20 至 2026-07-26,2292475,宁波金通金属科技有限公司,宁波,机加工、装配、钣金、冲压,付费会员,销售/业务,否,否,1,3,4,3,工程技术,否,,否,,普通使用用户,工程技术,本周使用1天，3次会话，提问4条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2970937,深圳市云创精密医疗科技有限公司,深圳市,钣金、机加工、快速原型,付费会员,经理/主管,是,否,1,3,4,3,成本报价,否,,是,给我们推荐异常有难度得钣金件,普通使用用户,新使用、成本报价、需问题跟进,本周使用1天，3次会话，提问4条，上传图纸3个,优先排查问题并回访
2026-07-20 至 2026-07-26,2840029,深圳市天洋精密科技有限公司,深圳市,机加工、模具制造、装配,付费会员,经理/主管,否,否,2,3,4,3,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，3次会话，提问4条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,1639210,苏州安科蒲电子科技有限公司,苏州,机加工、钣金,付费会员,经理/主管,否,否,3,3,4,3,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，3次会话，提问4条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2812032,苏州博思威精密科技有限公司,苏州,机加工,付费会员,经理/主管,是,否,3,3,4,3,成本报价,是,"采购需求是需要能做精度比较高的供应商，能达到μ级；丝级；精密cnc加工，你根据我的公司和设备评估一下，这个项目我可以做嘛 [零件文件预处理上下文] 零件文件1：FAB+CARRIAGE+AL+202405-SH075+D00.pdf 预处理结果：{""status"":""succes",否,,活跃用户,新使用、成本报价、有新需求,本周使用3天，3次会话，提问4条，上传图纸3个,记录需求并产品评估
2026-07-20 至 2026-07-26,2963951,惠州市晟利科技有限公司,惠州,塑胶成型、模具制造、装配、表面处理,付费会员,经理/主管,是,否,2,3,4,3,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，3次会话，提问4条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1820191,宁波市海曙浩璐机械有限公司,宁波,铸造、机加工,付费会员,经理/主管,是,否,1,3,4,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，3次会话，提问4条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3044496,大连众禾精密模具有限公司,大连市,冲压、钣金、机加工、模具制造、泵 阀 接头,付费会员,高管/负责人,是,否,2,3,4,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，3次会话，提问4条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1400435,慈溪市卓立金属制品有限公司,宁波,铸造、机加工,付费会员,经理/主管,否,是,2,2,4,5,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用2天，2次会话，提问4条，上传图纸5个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3030412,安银瑞成（天津）科技开发有限公司,天津市,模具制造、塑胶成型,付费会员,经理/主管,否,是,1,2,4,4,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问4条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2679152,苏州库帕模具科技有限公司,苏州,塑胶成型、模具制造、快速原型,付费会员,经理/主管,否,是,1,2,4,4,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问4条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2093867,绍兴市伟事通机械有限公司,绍兴,冲压、紧固件&五金件、钣金,付费会员,经理/主管,否,是,3,2,4,4,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用3天，2次会话，提问4条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2094864,苏州昇利机械设备有限公司,苏州,钣金、冲压、表面处理,付费会员,其他,否,否,2,2,4,4,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，2次会话，提问4条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2014772,宁波鑫达锌压铸厂（普通合伙）,宁波,铸造、冲压、机加工,付费会员,销售/业务,否,否,1,2,4,2,工程技术,否,,否,,普通使用用户,工程技术,本周使用1天，2次会话，提问4条，上传图纸2个,常规维护，持续观察
